1 5.00987 5.00987
2 5.21570 5.20595
3 4.26920 4.87675
4 4.36226 4.62375
5 4.98657 4.57484
6 4.75311 4.65059
7 5.79301 4.69799
8 5.06080 4.86837
9 4.32939 4.86619
10 5.06271 4.84538
11 5.96828 4.89360
12 5.82935 5.06329
13 5.82361 5.11123
14 5.79263 5.20686
15 5.01541 5.18720
16 4.15582 5.12950
17 4.48031 5.02910
18 4.53194 5.00874
19 4.06991 4.99075
20 4.92468 4.99703
21 4.94781 4.96757
22 4.10664 4.97476
23 5.79128 5.02763
24 4.89997 5.01817
25 3.68682 5.01681
26 5.13785 5.00722
27 7.11145 5.04414
28 6.49807 5.06065
29 4.70316 5.04890
30 5.67502 5.06701
31 8.63490 5.08579
32 7.26994 5.11007
33 3.87828 5.12445
34 8.11357 5.13694
35 4.53804 5.15529
36 5.44310 5.17137
37 4.56896 5.18944
38 5.63900 5.19674
39 4.01602 5.21146
40 4.72262 5.22745
41 3.84210 5.23523
42 4.29961 5.23388
43 5.21736 5.23735
44 5.85628 5.23542
45 5.41990 5.24717
46 5.71995 5.25198
47 5.29831 5.25346
48 5.35674 5.25831
49 3.51016 5.26668
50 6.82460 5.27092
51 5.95361 5.27303
52 3.24052 5.27571
53 3.81858 5.27998
54 6.53544 5.28237
55 5.35166 5.28773
56 4.24116 5.29004
57 5.92368 5.29248
58 4.69469 5.29454
59 4.59767 5.29792
60 4.52192 5.29927
61 4.84750 5.30500
62 4.69315 5.30808
63 4.64362 5.31098
64 6.06514 5.31212
65 8.30579 5.31204
66 6.01519 5.31446
67 4.28392 5.31931
68 5.85523 5.32191
69 4.10646 5.32386
70 5.98358 5.32457
71 6.67650 5.32374
72 5.15795 5.32677
73 4.91337 5.32745
74 5.65538 5.32908
75 4.73287 5.32851
76 6.40611 5.33069
77 3.49669 5.33218
78 6.10922 5.33112
79 5.07946 5.33214
80 3.97066 5.33426
81 4.57131 5.33470
82 4.83293 5.33631
83 8.15983 5.33906
84 4.52910 5.34147
85 5.23434 5.34220
86 6.79915 5.34448
87 5.60281 5.34570
88 6.91437 5.34731
89 5.92760 5.34790
90 5.45770 5.34891
91 5.34434 5.35076
92 4.65268 5.35036
93 6.26820 5.35265
94 5.00156 5.35428
95 4.69663 5.35452
96 4.83726 5.35646
97 4.16751 5.35863
98 6.52237 5.35901
99 6.98101 5.36052
100 6.12398 5.36146
101 4.44004 5.36211
102 3.60562 5.36332
103 4.88676 5.36436
104 5.57697 5.36628
105 4.14389 5.36570
106 6.81617 5.36455
107 6.20910 5.36583
108 5.96915 5.36658
109 4.47563 5.36653
110 3.92272 5.36718
111 5.09948 5.36746
112 5.22636 5.36846
113 5.58206 5.36835
114 5.02020 5.36758
115 6.18220 5.36902
116 6.39314 5.37049
117 3.65776 5.37104
118 4.49618 5.37155
119 6.50460 5.37169
120 6.83652 5.37224
121 3.61571 5.37324
122 4.30426 5.37378
123 4.25266 5.37484
124 4.95982 5.37596
125 10.58650 5.37743
126 6.56768 5.37868
127 5.91726 5.38073
128 5.61760 5.38155
129 5.56726 5.38262
130 6.06283 5.38326
131 6.35350 5.38448
132 4.45179 5.38516
133 5.87243 5.38571
134 4.57485 5.38561
135 6.58254 5.38689
136 5.71189 5.38818
137 4.59806 5.38965
138 5.52387 5.38999
139 5.46437 5.39040
140 5.08017 5.39167
141 4.50091 5.39183
142 5.75643 5.39232
143 5.93986 5.39178
144 4.46326 5.39207
145 4.16922 5.39270
146 3.77621 5.39245
147 5.08792 5.39190
148 6.22147 5.39112
149 3.71992 5.39127
150 4.17505 5.39226
151 5.54065 5.39254
152 4.96771 5.39298
153 5.15321 5.39328
154 5.86453 5.39372
155 5.38696 5.39338
156 3.61257 5.39399
157 7.01843 5.39456
158 9.01234 5.39455
159 5.21377 5.39499
160 8.31990 5.39608
161 5.56311 5.39657
162 5.56299 5.39696
163 5.61316 5.39771
164 4.01433 5.39790
165 3.73121 5.39791
166 6.27310 5.39892
167 4.62122 5.39980
168 4.22836 5.40093
169 5.31381 5.40188
170 4.51979 5.40224
171 4.87908 5.40328
172 4.31499 5.40446
173 6.04428 5.40613
174 5.20271 5.40687
175 3.85112 5.40717
176 7.14309 5.40766
177 4.62219 5.40809
178 4.24279 5.40836
179 5.26828 5.40833
180 6.18763 5.40819
181 6.94126 5.40859
182 7.17159 5.40906
183 3.53950 5.40943
184 5.15078 5.40964
185 3.90338 5.41006
186 4.76834 5.41090
187 4.12153 5.41048
188 7.24291 5.41096
189 4.86015 5.41117
190 5.02315 5.41116
191 5.45986 5.41140
192 4.09851 5.41152
193 4.29433 5.41158
194 5.75802 5.41194
195 5.32403 5.41211
196 5.69096 5.41309
197 5.01786 5.41399
198 7.00670 5.41436
199 4.68128 5.41451
200 6.09740 5.41439
201 4.91004 5.41503
202 4.38856 5.41512
203 3.84494 5.41509
