# column 1: time [ps]
# column 2: msd xyz [A^2]
# column 3: msd x [A^2]
# column 4: msd y [A^2]
# column 5: msd z [A^2]
# column 6: number of samples [-]
0.001 5.9094e-05 1.97595e-05 1.97057e-05 1.96287e-05 (count: 1.9999e+09)
0.002 0.000236375 7.90379e-05 7.88227e-05 7.85148e-05 (count: 1.9999e+09)
0.003 0.000531843 0.000177835 0.000177351 0.000176658 (count: 1.9999e+09)
0.004 0.000945495 0.000316149 0.000315289 0.000314057 (count: 1.9999e+09)
0.005 0.00147733 0.000493981 0.000492636 0.000490712 (count: 1.9999e+09)
0.006 0.00212734 0.000711328 0.000709391 0.00070662 (count: 1.9999e+09)
0.007 0.00289552 0.000968188 0.000965553 0.000961782 (count: 1.9999e+09)
0.008 0.00378188 0.00126456 0.00126112 0.00125619 (count: 1.9999e+09)
0.009 0.00478639 0.00160045 0.00159609 0.00158985 (count: 1.9999e+09)
0.01 0.00590906 0.00197584 0.00197046 0.00196276 (count: 1.9999e+09)
0.011 0.00714987 0.00239073 0.00238423 0.00237491 (count: 1.9999e+09)
0.012 0.00850883 0.00284513 0.00283739 0.0028263 (count: 1.9999e+09)
0.013 0.00998591 0.00333903 0.00332994 0.00331693 (count: 1.9999e+09)
0.014 0.0115811 0.00387243 0.00386189 0.0038468 (count: 1.9999e+09)
0.015 0.0132944 0.00444531 0.00443321 0.00441589 (count: 1.9999e+09)
0.016 0.0151258 0.00505769 0.00504392 0.00502422 (count: 1.9999e+09)
0.017 0.0170753 0.00570955 0.00569401 0.00567176 (count: 1.9999e+09)
0.018 0.0191429 0.00640089 0.00638347 0.00635853 (count: 1.9999e+09)
0.019 0.0213285 0.00713171 0.00711229 0.00708451 (count: 1.9999e+09)
0.02 0.0236322 0.00790199 0.00788048 0.00784969 (count: 1.9999e+09)
0.021 0.0260539 0.00871175 0.00868803 0.00865409 (count: 1.9999e+09)
0.022 0.0285936 0.00956096 0.00953493 0.00949768 (count: 1.9999e+09)
0.023 0.0312513 0.0104496 0.0104212 0.0103805 (count: 1.9999e+09)
0.024 0.0340269 0.0113777 0.0113468 0.0113024 (count: 1.9999e+09)
0.025 0.0369206 0.0123453 0.0123117 0.0122636 (count: 7.9996e+07)
0.05 0.147534 0.0493316 0.0491973 0.0490049 (count: 7.9996e+07)
0.075 0.331448 0.110828 0.110526 0.110093 (count: 7.99959e+07)
0.1 0.588131 0.196657 0.196122 0.195352 (count: 7.99959e+07)
0.125 0.916988 0.306621 0.305785 0.304582 (count: 7.99959e+07)
0.15 1.31741 0.440515 0.439313 0.437581 (count: 7.99959e+07)
0.175 1.78879 0.598139 0.596505 0.594147 (count: 7.99959e+07)
0.2 2.33055 0.779296 0.777164 0.774085 (count: 7.99958e+07)
0.225 2.94211 0.983799 0.981105 0.977209 (count: 7.99958e+07)
0.25 3.62296 1.21147 1.20815 1.20334 (count: 7.99958e+07)
0.275 4.3726 1.46215 1.45813 1.45232 (count: 7.99958e+07)
0.3 5.19055 1.73567 1.7309 1.72398 (count: 7.99958e+07)
0.325 6.07638 2.0319 2.0263 2.01818 (count: 7.99957e+07)
0.35 7.0297 2.35069 2.34421 2.3348 (count: 7.99957e+07)
0.375 8.05013 2.69194 2.6845 2.67369 (count: 7.99957e+07)
0.4 9.13732 3.05551 3.04705 3.03476 (count: 7.99957e+07)
0.425 10.291 3.4413 3.43177 3.41789 (count: 7.99957e+07)
0.45 11.5107 3.84921 3.83854 3.82298 (count: 7.99956e+07)
0.475 12.7964 4.27915 4.26727 4.24993 (count: 7.99956e+07)
0.5 14.1475 4.73102 4.71787 4.69866 (count: 7.99956e+07)
0.525 15.564 5.20473 5.19024 5.16906 (count: 7.99956e+07)
0.55 17.0455 5.70019 5.6843 5.66104 (count: 7.99956e+07)
0.575 18.5918 6.21729 6.19995 6.17452 (count: 7.99955e+07)
0.6 20.2024 6.75595 6.73708 6.70939 (count: 7.99955e+07)
0.625 21.8759 7.31603 7.29541 7.26447 (count: 3.19982e+06)
1.25 83.4905 27.9248 27.8445 27.7212 (count: 3.1998e+06)
1.875 179.596 60.0759 59.9 59.6199 (count: 3.19978e+06)
2.5 305.64 102.252 101.945 101.442 (count: 3.19976e+06)
3.125 457.669 153.134 152.663 151.872 (count: 3.19974e+06)
3.75 632.257 211.577 210.911 209.769 (count: 3.19972e+06)
