# column 1: time [ps]
# column 2: msd xyz [A^2]
# column 3: msd x [A^2]
# column 4: msd y [A^2]
# column 5: msd z [A^2]
# column 6: number of samples [-]
0.001 7.38733e-05 2.46514e-05 2.46351e-05 2.45868e-05 (count: 1.9999e+09)
0.002 0.000295493 9.86055e-05 9.85401e-05 9.8347e-05 (count: 1.9999e+09)
0.003 0.000664856 0.000221862 0.000221715 0.00022128 (count: 1.9999e+09)
0.004 0.00118196 0.000394419 0.000394157 0.000393385 (count: 1.9999e+09)
0.005 0.0018468 0.000616276 0.000615867 0.000614661 (count: 1.9999e+09)
0.006 0.00265938 0.000887431 0.000886843 0.000885105 (count: 1.9999e+09)
0.007 0.00361968 0.00120788 0.00120708 0.00120472 (count: 1.9999e+09)
0.008 0.0047277 0.00157763 0.00157658 0.00157349 (count: 1.9999e+09)
0.009 0.00598343 0.00199666 0.00199534 0.00199143 (count: 1.9999e+09)
0.01 0.00738686 0.00246499 0.00246335 0.00245853 (count: 1.9999e+09)
0.011 0.00893799 0.00298259 0.00298062 0.00297478 (count: 1.9999e+09)
0.012 0.0106368 0.00354948 0.00354713 0.00354018 (count: 1.9999e+09)
0.013 0.0124833 0.00416564 0.00416289 0.00415473 (count: 1.9999e+09)
0.014 0.0144774 0.00483108 0.00482788 0.00481842 (count: 1.9999e+09)
0.015 0.0166191 0.00554578 0.00554211 0.00553125 (count: 1.9999e+09)
0.016 0.0189085 0.00630974 0.00630556 0.00629321 (count: 1.9999e+09)
0.017 0.0213455 0.00712296 0.00711824 0.0071043 (count: 1.9999e+09)
0.018 0.0239301 0.00798543 0.00798014 0.00796451 (count: 1.9999e+09)
0.019 0.0266622 0.00889714 0.00889125 0.00887383 (count: 1.9999e+09)
0.02 0.0295419 0.00985809 0.00985156 0.00983227 (count: 1.9999e+09)
0.021 0.0325691 0.0108683 0.0108611 0.0108398 (count: 1.9999e+09)
0.022 0.0357439 0.0119277 0.0119198 0.0118964 (count: 1.9999e+09)
0.023 0.0390661 0.0130363 0.0130277 0.0130021 (count: 1.9999e+09)
0.024 0.0425357 0.0141941 0.0141847 0.0141569 (count: 1.9999e+09)
0.025 0.0461529 0.0154011 0.0153909 0.0153608 (count: 7.9996e+07)
0.05 0.184411 0.0615374 0.0614968 0.0613767 (count: 7.9996e+07)
0.075 0.414256 0.138235 0.138145 0.137876 (count: 7.99959e+07)
0.1 0.735 0.245265 0.245105 0.24463 (count: 7.99959e+07)
0.125 1.14589 0.382373 0.382126 0.381389 (count: 7.99959e+07)
0.15 1.64615 0.549303 0.548949 0.547896 (count: 7.99959e+07)
0.175 2.23502 0.745799 0.745322 0.743899 (count: 7.99959e+07)
0.2 2.91176 0.971614 0.970998 0.969153 (count: 7.99958e+07)
0.225 3.67567 1.22651 1.22574 1.22342 (count: 7.99958e+07)
0.25 4.52606 1.51026 1.50932 1.50648 (count: 7.99958e+07)
0.275 5.4623 1.82266 1.82153 1.81812 (count: 7.99958e+07)
0.3 6.48379 2.1635 2.16216 2.15813 (count: 7.99958e+07)
0.325 7.58997 2.53259 2.53104 2.52634 (count: 7.99957e+07)
0.35 8.78031 2.92976 2.92798 2.92258 (count: 7.99957e+07)
0.375 10.0543 3.35485 3.35282 3.34667 (count: 7.99957e+07)
0.4 11.4116 3.8077 3.80542 3.79847 (count: 7.99957e+07)
0.425 12.8517 4.28818 4.28563 4.27784 (count: 7.99957e+07)
0.45 14.3741 4.79615 4.79331 4.78465 (count: 7.99956e+07)
0.475 15.9786 5.33147 5.32834 5.31877 (count: 7.99956e+07)
0.5 17.6647 5.89403 5.8906 5.88007 (count: 7.99956e+07)
0.525 19.4321 6.4837 6.47995 6.46844 (count: 7.99956e+07)
0.55 21.2804 7.10036 7.09628 7.08374 (count: 7.99956e+07)
0.575 23.2092 7.74388 7.73946 7.72586 (count: 7.99955e+07)
0.6 25.2181 8.41412 8.40936 8.39466 (count: 7.99955e+07)
0.625 27.3091 9.11143 9.10678 9.09093 (count: 3.19982e+06)
1.25 104.008 34.6968 34.6821 34.6287 (count: 3.1998e+06)
1.875 223.245 74.4643 74.4394 74.341 (count: 3.19978e+06)
2.5 379.127 126.443 126.412 126.273 (count: 3.19976e+06)
3.125 566.568 188.931 188.902 188.735 (count: 3.19974e+06)
3.75 781.187 260.465 260.447 260.275 (count: 3.19972e+06)
4.375 1019.23 339.786 339.791 339.649 (count: 3.1997e+06)
5 1277.45 425.816 425.853 425.783 (count: 3.19968e+06)
5.625 1553.08 517.627 517.7 517.749 (count: 3.19966e+06)
6.25 1843.7 614.421 614.536 614.748 (count: 3.19964e+06)
6.875 2147.28 715.511 715.674 716.091 (count: 3.19962e+06)
7.5 2462.01 820.308 820.523 821.18 (count: 3.1996e+06)
8.125 2786.38 928.304 928.571 929.503 (count: 3.19958e+06)
8.75 3119.05 1039.06 1039.37 1040.62 (count: 3.19956e+06)
9.375 3458.89 1152.2 1152.55 1154.14 (count: 3.19954e+06)
10 3804.92 1267.4 1267.77 1269.74 (count: 3.19952e+06)
10.625 4156.27 1384.38 1384.75 1387.14 (count: 3.1995e+06)
11.25 4512.21 1502.87 1503.25 1506.08 (count: 3.19948e+06)
11.875 4872.1 1622.68 1623.05 1626.36 (count: 3.19946e+06)
12.5 5235.38 1743.62 1743.97 1747.79 (count: 3.19944e+06)
13.125 5601.58 1865.53 1865.86 1870.19 (count: 3.19942e+06)
13.75 5970.28 1988.29 1988.56 1993.43 (count: 3.1994e+06)
14.375 6341.12 2111.76 2111.97 2117.39 (count: 3.19938e+06)
15 6713.8 2235.87 2235.98 2241.95 (count: 3.19936e+06)
15.625 7092.22 2360.3 2362.66 2369.26 (count: 127960)
31.25 16621.2 5535.69 5532.71 5552.83 (count: 127940)
46.875 26197.2 8738.1 8704.43 8754.7 (count: 127920)
62.5 35756.8 11951.3 11861.3 11944.2 (count: 127900)
78.125 45294.1 15164.3 14999 15130.8 (count: 127880)
93.75 54831.8 18388.7 18125 18318 (count: 127860)
109.375 64384.2 21601.1 21259.2 21523.9 (count: 127840)
125 73946.4 24800 24411.1 24735.2 (count: 127820)
140.625 83518.9 28001.7 27563.1 27954.1 (count: 127800)
156.25 93101.7 31192.2 30730.3 31179.2 (count: 127780)
171.875 102689 34372.9 33905.1 34411.3 (count: 127760)
187.5 112243 37545.9 37045.8 37651.8 (count: 127740)
203.125 121795 40725.3 40157.9 40911.4 (count: 127720)
218.75 131343 43931.4 43241 44170.8 (count: 127700)
234.375 140881 47137.5 46321.9 47421.7 (count: 127680)
250 150445 50341.1 49416 50687.9 (count: 127660)
265.625 160012 53542.8 52515.8 53953.9 (count: 127640)
281.25 169579 56745.2 55615.7 57217.7 (count: 127620)
296.875 179181 59971.8 58701.9 60507.6 (count: 127600)
312.5 188766 63187.6 61772.6 63805.9 (count: 127580)
328.125 198334 66382.1 64845.5 67106.7 (count: 127560)
343.75 207905 69572.5 67923.9 70408.6 (count: 127540)
359.375 217454 72746.7 71007.9 73699.9 (count: 127520)
375 227003 75924.1 74090.8 76987.9 (count: 127500)
390.625 236721 79641.2 77004.1 80076.1 (count: 5080)
781.25 479111 158151 157014 163947 (count: 5060)
1171.88 723968 239093 235158 249717 (count: 5040)
1562.5 973404 320505 314249 338650 (count: 5020)
1953.12 1.22819e+06 402680 397082 428429 (count: 5000)
2343.75 1.4898e+06 487604 479605 522590 (count: 4980)
2734.38 1.75644e+06 572154 564231 620054 (count: 4960)
3125 2.02458e+06 655191 651916 717470 (count: 4940)
3515.62 2.2971e+06 739453 739733 817919 (count: 4920)
3906.25 2.57154e+06 823831 828855 918857 (count: 4900)
4296.88 2.83804e+06 904837 914705 1.0185e+06 (count: 4880)
4687.5 3.10281e+06 985938 1.00207e+06 1.1148e+06 (count: 4860)
