Curve Diffusion coefficient convergence Cs, 2.45802e-12 (m2/s)
250.0 4.771118428129876e-09
500.0 4.771118428129876e-09
750.0 2.770804720323143e-09
1000.0 1.538107765363217e-09
1250.0 9.145230483406174e-10
1500.0 6.086718320277298e-10
1750.0 4.257985367035272e-10
2000.0 2.97960269838247e-10
2250.0 2.064404123882169e-10
2500.0 1.4128919650586e-10
2750.0 9.506448408980687e-11
3000.0 6.118653669579449e-11
3250.0 4.057956222606101e-11
3500.0 3.124105700679485e-11
3750.0 2.7493109923513e-11
4000.0 2.764270617341092e-11
4250.0 2.906322037793162e-11
4500.0 3.105447271296348e-11
4750.0 3.311695316805458e-11
5000.0 3.303160322364084e-11
5250.0 3.034013296162933e-11
5500.0 2.542224278828996e-11
5750.0 2.090087944210905e-11
6000.0 1.687375664085552e-11
6250.0 1.326009596087361e-11
6500.0 9.767252339850905e-12
6750.0 6.328324991094887e-12
7000.0 4.479573768487219e-12
7250.0 5.542537525398423e-12
7500.0 7.967726379092742e-12
7750.0 9.620963127474336e-12
8000.0 1.039592164054373e-11
8250.0 1.070248363043672e-11
8500.0 1.046847260544356e-11
8750.0 9.216168489539277e-12
9000.0 7.296132426796682e-12
9250.0 5.490747243920743e-12
9500.0 4.127851869016812e-12
9750.0 3.320763084264235e-12
10000.0 3.062149806687625e-12
10250.0 3.11965506284384e-12
10500.0 3.366536180919973e-12
10750.0 3.714107252838677e-12
11000.0 4.078477651043741e-12
11250.0 4.13269770706916e-12
11500.0 3.529454677709325e-12
11750.0 2.763294006419439e-12
12000.0 2.45801590293102e-12
Curve Diffusion coefficient convergence Pb, -1.86433e-12 (m2/s)
250.0 9.071943923145008e-10
500.0 9.071943923145008e-10
750.0 6.8225638887266e-10
1000.0 5.01222631641603e-10
1250.0 3.083859107982719e-10
1500.0 2.170537619437109e-10
1750.0 1.487177114551309e-10
2000.0 1.036351092989415e-10
2250.0 6.605102521369633e-11
2500.0 3.055366897911377e-11
2750.0 4.958967309447482e-12
3000.0 -1.142549154565162e-11
3250.0 -1.764318197940939e-11
3500.0 -1.749570532834608e-11
3750.0 -1.45334103276033e-11
4000.0 -1.066646763424003e-11
4250.0 -7.253894523002306e-12
4500.0 -3.081994673152439e-12
4750.0 8.935466037683704e-13
5000.0 2.94580483699108e-12
5250.0 3.367325091010374e-12
5500.0 2.431020235773401e-12
5750.0 7.644881682184219e-13
6000.0 -1.371757333598247e-12
6250.0 -3.791526064801625e-12
6500.0 -5.875086459707319e-12
6750.0 -7.311569307220958e-12
7000.0 -7.490799188377013e-12
7250.0 -6.53428473175099e-12
7500.0 -4.590740658661598e-12
7750.0 -2.913791218786968e-12
8000.0 -1.813265092168856e-12
8250.0 -1.210160264989008e-12
8500.0 -1.229291801494313e-12
8750.0 -1.562286612283138e-12
9000.0 -2.182216249624507e-12
9250.0 -2.886349929776006e-12
9500.0 -3.433956681455702e-12
9750.0 -3.7436911303248e-12
10000.0 -3.720886726547401e-12
10250.0 -3.350049307853652e-12
10500.0 -2.736237659116868e-12
10750.0 -2.292522763563048e-12
11000.0 -2.086940224850655e-12
11250.0 -1.950050800262648e-12
11500.0 -1.922428861854203e-12
11750.0 -1.955586276017045e-12
12000.0 -1.864334730172497e-12
Curve Diffusion coefficient convergence I, 2.01744e-11 (m2/s)
250.0 3.427714606708463e-09
500.0 3.427714606708463e-09
750.0 2.411138800723651e-09
1000.0 1.737382591890486e-09
1250.0 1.264758702052838e-09
1500.0 9.35128064898428e-10
1750.0 6.869616944928096e-10
2000.0 5.184586377092635e-10
2250.0 4.122940394815886e-10
2500.0 3.368103067263094e-10
2750.0 2.794903169628025e-10
3000.0 2.354902326218144e-10
3250.0 2.032189289120308e-10
3500.0 1.797912334339643e-10
3750.0 1.616730401984009e-10
4000.0 1.475799963041391e-10
4250.0 1.362769738159524e-10
4500.0 1.278501686803526e-10
4750.0 1.204795726569315e-10
5000.0 1.118663282313558e-10
5250.0 1.014443118918397e-10
5500.0 9.027786600771917e-11
5750.0 8.019659656922093e-11
6000.0 7.10486850023563e-11
6250.0 6.328127610558716e-11
6500.0 5.727045994844993e-11
6750.0 5.286221033227836e-11
7000.0 4.966443212147259e-11
7250.0 4.706776567958952e-11
7500.0 4.48227633162655e-11
7750.0 4.230109901538995e-11
8000.0 3.986876713974235e-11
8250.0 3.765630328799519e-11
8500.0 3.526098348077851e-11
8750.0 3.295754158861488e-11
9000.0 3.070826679258649e-11
9250.0 2.89722856243804e-11
9500.0 2.743544511114971e-11
9750.0 2.581743167154404e-11
10000.0 2.436706652187796e-11
10250.0 2.328130190219273e-11
10500.0 2.260896432811277e-11
10750.0 2.222406297013169e-11
11000.0 2.196390914769404e-11
11250.0 2.170445838645792e-11
11500.0 2.12691396725326e-11
11750.0 2.076898818679405e-11
12000.0 2.017437103254434e-11
