Curve latticelength-1
93.0 25.45798683166504
94.0 25.39531898498535
95.0 25.39996147155762
96.0 25.35160446166992
97.0 25.40059471130371
98.0 25.44820976257324
99.0 25.50814247131348
100.0 25.56012916564941
Curve latticelength-3
0.0 25.1560001373291
1.0 25.37343788146973
2.0 25.51976776123047
3.0 25.50677871704102
4.0 25.45873069763184
5.0 25.3503475189209
6.0 25.33428764343262
7.0 25.33201599121094
8.0 25.36729049682617
9.0 25.44736671447754
10.0 25.4963264465332
11.0 25.41634178161621
12.0 25.39557456970215
13.0 25.38732528686523
14.0 25.41713333129883
15.0 25.40956878662109
16.0 25.43004417419434
17.0 25.59160423278809
18.0 25.51640129089355
19.0 25.4614143371582
20.0 25.46695709228516
21.0 25.5368480682373
22.0 25.52102279663086
23.0 25.41902923583984
24.0 25.44500541687012
25.0 25.2767333984375
26.0 25.25914001464844
27.0 25.34937286376953
28.0 25.43737983703613
29.0 25.4323787689209
30.0 25.3364315032959
31.0 25.32790565490723
32.0 25.41786766052246
33.0 25.3809986114502
34.0 25.35462188720703
35.0 25.43123626708984
36.0 25.43174362182617
37.0 25.48552894592285
38.0 25.5617618560791
39.0 25.51786231994629
40.0 25.45918273925781
41.0 25.35710525512695
42.0 25.38551712036133
43.0 25.54118728637695
44.0 25.4986457824707
45.0 25.36503410339355
46.0 25.4077091217041
47.0 25.40699577331543
48.0 25.47075843811035
49.0 25.46665954589844
50.0 25.47812080383301
51.0 25.5120677947998
52.0 25.49429893493652
53.0 25.46641159057617
54.0 25.5052490234375
55.0 25.59142112731934
56.0 25.50632667541504
57.0 25.43997192382812
58.0 25.29895210266113
59.0 25.44366836547852
60.0 25.51456642150879
61.0 25.49327850341797
62.0 25.47072219848633
63.0 25.48351669311523
64.0 25.37687110900879
65.0 25.35152244567871
66.0 25.37531471252441
67.0 25.38590621948242
68.0 25.37915420532227
69.0 25.39642333984375
70.0 25.43194007873535
71.0 25.41089630126953
72.0 25.39007568359375
73.0 25.42171478271484
74.0 25.37643241882324
75.0 25.4910774230957
76.0 25.3222541809082
77.0 25.36600875854492
78.0 25.40482139587402
79.0 25.34607887268066
80.0 25.34084701538086
81.0 25.3595027923584
82.0 25.43719863891602
83.0 25.46532249450684
84.0 25.50031280517578
85.0 25.446044921875
86.0 25.41248321533203
87.0 25.4951114654541
88.0 25.53047752380371
89.0 25.43489456176758
90.0 25.44071960449219
91.0 25.43588829040527
92.0 25.54065132141113
93.0 25.57473182678223
94.0 25.57446098327637
95.0 25.59277534484863
96.0 25.51833915710449
97.0 25.51564025878906
98.0 25.51294326782227
99.0 25.48417854309082
100.0 25.50856399536133
Curve latticeangle-12
0.0 90.0
1.0 90.0
2.0 90.0
3.0 90.0
4.0 90.0
5.0 90.0
6.0 90.0
7.0 90.0
8.0 90.0
9.0 90.0
10.0 90.0
11.0 90.0
12.0 90.0
13.0 90.0
14.0 90.0
15.0 90.0
16.0 90.0
17.0 90.0
18.0 90.0
19.0 90.0
20.0 90.0
21.0 90.0
22.0 90.0
23.0 90.0
24.0 90.0
25.0 90.0
26.0 90.0
27.0 90.0
28.0 90.0
29.0 90.0
30.0 90.0
31.0 90.0
32.0 90.0
33.0 90.0
34.0 90.0
35.0 90.0
36.0 90.0
37.0 90.0
38.0 90.0
39.0 90.0
40.0 90.0
41.0 90.0
42.0 90.0
43.0 90.0
44.0 90.0
45.0 90.0
46.0 90.0
47.0 90.0
48.0 90.0
49.0 90.0
50.0 90.0
51.0 90.0
52.0 90.0
53.0 90.0
54.0 90.0
55.0 90.0
56.0 90.0
57.0 90.0
58.0 90.0
59.0 90.0
60.0 90.0
61.0 90.0
62.0 90.0
63.0 90.0
64.0 90.0
65.0 90.0
66.0 90.0
67.0 90.0
68.0 90.0
69.0 90.0
70.0 90.0
71.0 90.0
72.0 90.0
73.0 90.0
74.0 90.0
75.0 90.0
76.0 90.0
77.0 90.0
78.0 90.0
79.0 90.0
80.0 90.0
81.0 90.0
82.0 90.0
83.0 90.0
84.0 90.0
85.0 90.0
86.0 90.0
87.0 90.0
88.0 90.0
89.0 90.0
90.0 90.0
91.0 90.0
92.0 90.0
93.0 90.0
94.0 90.0
95.0 90.0
96.0 90.0
97.0 90.0
98.0 90.0
99.0 90.0
100.0 90.0
Curve latticeangle-13
0.0 90.0
1.0 90.0
2.0 90.0
3.0 90.0
4.0 90.0
5.0 90.0
6.0 90.0
7.0 90.0
8.0 90.0
9.0 90.0
10.0 90.0
11.0 90.0
12.0 90.0
13.0 90.0
14.0 90.0
15.0 90.0
16.0 90.0
17.0 90.0
18.0 90.0
19.0 90.0
20.0 90.0
21.0 90.0
22.0 90.0
23.0 90.0
24.0 90.0
25.0 90.0
26.0 90.0
27.0 90.0
28.0 90.0
29.0 90.0
30.0 90.0
31.0 90.0
32.0 90.0
33.0 90.0
34.0 90.0
35.0 90.0
36.0 90.0
37.0 90.0
38.0 90.0
39.0 90.0
40.0 90.0
41.0 90.0
42.0 90.0
43.0 90.0
44.0 90.0
45.0 90.0
46.0 90.0
47.0 90.0
48.0 90.0
49.0 90.0
50.0 90.0
51.0 90.0
52.0 90.0
53.0 90.0
54.0 90.0
55.0 90.0
56.0 90.0
57.0 90.0
58.0 90.0
59.0 90.0
60.0 90.0
61.0 90.0
62.0 90.0
63.0 90.0
64.0 90.0
65.0 90.0
66.0 90.0
67.0 90.0
68.0 90.0
69.0 90.0
70.0 90.0
71.0 90.0
72.0 90.0
73.0 90.0
74.0 90.0
75.0 90.0
76.0 90.0
77.0 90.0
78.0 90.0
79.0 90.0
80.0 90.0
81.0 90.0
82.0 90.0
83.0 90.0
84.0 90.0
85.0 90.0
86.0 90.0
87.0 90.0
88.0 90.0
89.0 90.0
90.0 90.0
91.0 90.0
92.0 90.0
93.0 90.0
94.0 90.0
95.0 90.0
96.0 90.0
97.0 90.0
98.0 90.0
99.0 90.0
100.0 90.0
Curve latticeangle-23
0.0 90.0
1.0 90.0
2.0 90.0
3.0 90.0
4.0 90.0
5.0 90.0
6.0 90.0
7.0 90.0
8.0 90.0
9.0 90.0
10.0 90.0
11.0 90.0
12.0 90.0
13.0 90.0
14.0 90.0
15.0 90.0
16.0 90.0
17.0 90.0
18.0 90.0
19.0 90.0
20.0 90.0
21.0 90.0
22.0 90.0
23.0 90.0
24.0 90.0
25.0 90.0
26.0 90.0
27.0 90.0
28.0 90.0
29.0 90.0
30.0 90.0
31.0 90.0
32.0 90.0
33.0 90.0
34.0 90.0
35.0 90.0
36.0 90.0
37.0 90.0
38.0 90.0
39.0 90.0
40.0 90.0
41.0 90.0
42.0 90.0
43.0 90.0
44.0 90.0
45.0 90.0
46.0 90.0
47.0 90.0
48.0 90.0
49.0 90.0
50.0 90.0
51.0 90.0
52.0 90.0
53.0 90.0
54.0 90.0
55.0 90.0
56.0 90.0
57.0 90.0
58.0 90.0
59.0 90.0
60.0 90.0
61.0 90.0
62.0 90.0
63.0 90.0
64.0 90.0
65.0 90.0
66.0 90.0
67.0 90.0
68.0 90.0
69.0 90.0
70.0 90.0
71.0 90.0
72.0 90.0
73.0 90.0
74.0 90.0
75.0 90.0
76.0 90.0
77.0 90.0
78.0 90.0
79.0 90.0
80.0 90.0
81.0 90.0
82.0 90.0
83.0 90.0
84.0 90.0
85.0 90.0
86.0 90.0
87.0 90.0
88.0 90.0
89.0 90.0
90.0 90.0
91.0 90.0
92.0 90.0
93.0 90.0
94.0 90.0
95.0 90.0
96.0 90.0
97.0 90.0
98.0 90.0
99.0 90.0
100.0 90.0
