Curve Energy
0.0 -1056.528648142784
125.0 -1054.394196198685
250.0 -1050.36674737886
375.0 -1048.422521350337
500.0 -1047.694934024131
625.0 -1048.500469882909
750.0 -1049.598226788359
874.9999999999999 -1049.837522053197
1000.0 -1050.608292585617
1125.0 -1051.097456467648
1250.0 -1051.382013429561
1375.0 -1052.107123160072
1500.0 -1052.123028646843
1625.0 -1051.992649807219
1750.0 -1052.568005703704
1875.0 -1053.261728514534
2000.0 -1053.431122521471
2125.0 -1053.497636676829
2250.0 -1053.200128853623
2375.0 -1052.792251204786
2500.0 -1052.978118856302
2625.0 -1053.564523173891
2750.0 -1053.108610987003
2875.0 -1052.84948898394
3000.0 -1052.967812519002
3125.0 -1053.253702672959
3250.0 -1053.31429008912
3375.0 -1053.291747864649
3500.0 -1052.844524998204
3625.0 -1052.827242821072
3750.0 -1052.985192679676
3875.0 -1052.416183801213
4000.0 -1052.535277690675
4125.0 -1052.724833507531
4250.0 -1053.087483641055
4375.0 -1053.050342870356
4500.0 -1052.858684442212
4625.0 -1053.108277678262
4750.0 -1053.314238042006
4875.0 -1053.800303764427
5000.0 -1053.268306257282
5125.0 -1053.377670993891
5250.0 -1053.221101014518
5375.0 -1053.177855116218
5500.0 -1053.0277193506
5625.0 -1053.272603932777
5750.0 -1053.173532164691
5875.0 -1053.452537291988
6000.0 -1053.172585916522
6125.0 -1053.592397741487
6250.0 -1053.966140943012
6375.0 -1053.797416176872
6500.0 -1053.303165566181
6625.000000000001 -1052.966447371385
6750.000000000001 -1052.617764394491
6875.000000000001 -1053.092852384768
6999.999999999999 -1053.247698500569
7124.999999999999 -1052.845552907239
7250.0 -1052.737741455839
7375.0 -1053.042269260463
7500.0 -1053.203387610343
7625.0 -1053.383267683378
7750.0 -1053.423913207821
7875.0 -1053.911147176242
8000.0 -1053.364911307836
8125.0 -1052.86817803146
8250.0 -1052.825514113469
8375.0 -1053.01878756194
8500.0 -1053.132143933083
8625.0 -1052.91499061787
8750.0 -1052.604051125609
8875.0 -1052.976389702152
9000.0 -1053.154055962249
9125.0 -1053.174380399561
9250.0 -1053.228700731192
9375.0 -1053.412538109452
9500.0 -1053.252025716964
9625.0 -1053.064739056154
9750.0 -1053.236896827163
9875.0 -1053.456527218853
10000.0 -1053.252662542008
10125.0 -1053.657121715897
10250.0 -1053.255092137132
10375.0 -1052.807639863747
10500.0 -1052.601973704484
10625.0 -1052.456978480722
10750.0 -1052.986544811255
10875.0 -1052.541941227532
11000.0 -1053.150800143844
11125.0 -1053.191830515584
11250.0 -1053.608879324687
11375.0 -1053.43036184355
11500.0 -1053.47870352466
11625.0 -1053.327273228766
11750.0 -1053.415798029053
11875.0 -1053.72224997057
12000.0 -1053.425357453165
12125.0 -1052.614774413928
12250.0 -1052.518302958104
12375.0 -1053.006652487147
12500.0 -1053.488147602327
Curve cellvolume
0.0 15919.328125
125.0 16110.416015625
250.0 16268.232421875
375.0 16250.240234375
500.0 16118.1181640625
625.0 16009.6865234375
750.0 15982.3505859375
874.9999999999999 16068.322265625
1000.0 16030.001953125
1125.0 15974.3447265625
1250.0 15942.75
1375.0 15899.716796875
1500.0 15895.220703125
1625.0 15865.435546875
1750.0 15804.5234375
1875.0 15765.7861328125
2000.0 15735.052734375
2125.0 15716.001953125
2250.0 15722.6455078125
2375.0 15713.8759765625
2500.0 15777.3662109375
2625.0 15814.2314453125
2750.0 15837.1025390625
2875.0 15821.236328125
3000.0 15795.5908203125
3125.0 15795.642578125
3250.0 15758.263671875
3375.0 15742.5947265625
3500.0 15792.3994140625
3625.0 15799.361328125
3750.0 15756.716796875
3875.0 15750.7470703125
4000.0 15756.89453125
4125.0 15757.072265625
4250.0 15727.35546875
4375.0 15755.1435546875
4500.0 15770.7060546875
4625.0 15796.2978515625
4750.0 15778.4013671875
4875.0 15750.595703125
5000.0 15735.9794921875
5125.0 15718.7060546875
5250.0 15731.1826171875
5375.0 15782.5419921875
5500.0 15815.7578125
5625.0 15798.140625
5750.0 15771.6240234375
5875.0 15706.736328125
6000.0 15676.2294921875
6125.0 15671.5390625
6250.0 15694.89453125
6375.0 15733.6904296875
6500.0 15758.76953125
6625.000000000001 15762.7841796875
6750.000000000001 15790.296875
6875.000000000001 15787.2861328125
6999.999999999999 15771.7587890625
7124.999999999999 15796.869140625
7250.0 15781.455078125
7375.0 15753.7265625
7500.0 15752.732421875
7625.0 15731.7958984375
7750.0 15753.9306640625
7875.0 15740.142578125
8000.0 15763.3583984375
8125.0 15771.861328125
8250.0 15777.484375
8375.0 15779.5498046875
8500.0 15777.5478515625
8625.0 15765.5244140625
8750.0 15764.03515625
8875.0 15756.6767578125
9000.0 15766.86328125
9125.0 15777.896484375
9250.0 15791.9892578125
9375.0 15741.259765625
9500.0 15772.7802734375
9625.0 15772.638671875
9750.0 15794.2939453125
9875.0 15796.8828125
10000.0 15796.7919921875
10125.0 15784.2568359375
10250.0 15779.80078125
10375.0 15780.34765625
10500.0 15760.69921875
10625.0 15764.53125
10750.0 15785.73046875
10875.0 15764.0703125
11000.0 15718.1015625
11125.0 15747.734375
11250.0 15747.716796875
11375.0 15763.8642578125
11500.0 15767.787109375
11625.0 15780.94921875
11750.0 15807.6708984375
11875.0 15797.6953125
12000.0 15778.6904296875
12125.0 15805.5595703125
12250.0 15798.8408203125
12375.0 15760.140625
12500.0 15736.0654296875
