Curve MD-BerTstat1Temperature
0.0 0.0
125.0 95.74940075198003
250.0 98.94197723438161
375.0 107.9804683161656
500.0 122.8298075989714
625.0 117.5320326941949
750.0 121.3148811993837
874.9999999999999 111.6813240036729
1000.0 108.5317802862239
1125.0 114.8382543091806
1250.0 106.4262671714995
1375.0 109.7609015896668
1500.0 105.5911387142607
1625.0 103.4450960095616
1750.0 104.497882842603
1875.0 102.3030108429504
2000.0 107.4661965838089
2125.0 103.0472629410123
2250.0 101.587691776032
2375.0 98.17439289933442
2500.0 101.3247239883285
2625.0 96.25988501669077
2750.0 102.5198593224725
2875.0 100.7239143725695
3000.0 98.67898631541701
3125.0 98.17378886718542
3250.0 100.398577336731
3375.0 101.5680634204886
3500.0 101.1400939763897
3625.0 101.9991743792623
3750.0 97.78166668775063
3875.0 99.81770364141974
4000.0 98.18470404322109
4125.0 99.65750327435283
4250.0 97.17308764206199
4375.0 103.437670348102
4500.0 99.87538761123731
4625.0 99.00411138545002
4750.0 103.5274533523851
4875.0 103.7325938989558
5000.0 101.8239740032279
5125.0 104.1821354901383
5250.0 100.6985191853757
5375.0 102.8748416077415
5500.0 98.98453950768264
5625.0 97.09721558126385
5750.0 100.1869245882802
5875.0 99.33803423502974
6000.0 97.46481177871659
6125.0 98.58409991248675
6250.0 98.77289406131455
6375.0 99.62539599092777
6500.0 103.3513474486133
6625.000000000001 99.53181692998871
6750.000000000001 95.7778174061165
6875.000000000001 99.51039129124939
6999.999999999999 104.0939777277752
7124.999999999999 96.699883249178
7250.0 100.3752035573986
7375.0 99.74963471004317
7500.0 99.18966262403788
7625.0 102.1608182630595
7750.0 97.20288282566318
7875.0 97.24089703838081
8000.0 98.46290964645235
8125.0 97.55579237545582
8250.0 104.8747415244601
8375.0 100.0907208634072
8500.0 103.7317266107777
8625.0 101.186718536867
8750.0 99.98512010565528
8875.0 98.43199296855038
9000.0 95.59036728353901
9125.0 107.4350677270008
9250.0 101.058034917916
9375.0 97.74773727908349
9500.0 98.98542967164687
9625.0 96.33497650932118
9750.0 101.3485451062215
9875.0 105.3174994097614
10000.0 98.95736012805456
10125.0 104.0436307230472
10250.0 98.39021070566528
10375.0 100.1806852115021
10500.0 98.15111764433357
10625.0 97.29787361797669
10750.0 99.70151841793401
10875.0 99.57326140734359
11000.0 100.9726725132453
11125.0 100.2095679895556
11250.0 100.7370901826838
11375.0 102.9932962864923
11500.0 100.8788716971872
11625.0 99.10224200846331
11750.0 98.67739232962232
11875.0 100.7989164031897
12000.0 98.93684889419958
12125.0 101.8033187117084
12250.0 94.98772689652397
12375.0 103.2061548664091
12500.0 98.75472984501472
