     0.000000  -21.687717  -14.764396  -14.291027  -14.291027   -8.467712   -8.467712   -8.467712   -7.332721   -4.260310   -4.260310   -4.260310   -2.211585   -2.211585   -2.211585   -2.123015   -2.123015   -2.123015    2.818842    4.016182    4.016182    4.744771    4.744771
     0.041707  -21.687368  -14.709636  -14.349350  -14.290298   -8.464830   -8.463483   -8.463483   -7.689956   -4.217273   -4.217273   -3.424987   -2.274424   -2.274424   -2.267911   -2.171399   -2.171399   -2.127231    3.312946    3.841928    4.364564    4.420726    4.861901
     0.083414  -21.687027  -14.624787  -14.437819  -14.289579   -8.462019   -8.459241   -8.459241   -7.957573   -4.171103   -4.171103   -2.810129   -2.351007   -2.351007   -2.321887   -2.207577   -2.207577   -1.709527    2.205731    4.206875    4.827007    4.827480    4.877611
     0.142396  -21.687037  -14.657621  -14.366187  -14.323915   -8.471825   -8.461099   -8.459684   -8.008459   -4.165688   -3.573172   -3.240939   -2.542858   -2.314973   -2.250288   -2.215037   -2.072534   -2.010215    3.430936    3.501766    3.994187    4.670475    4.747698
     0.184103  -21.686714  -14.573373  -14.438099  -14.334743   -8.469485   -8.468128   -8.455873   -8.258072   -4.109513   -3.377977   -2.926050   -2.498716   -2.381546   -2.306450   -2.247113   -1.976929   -1.558488    1.989057    3.360281    4.598687    4.626812    4.957681
     0.225810  -21.686399  -14.463502  -14.438385  -14.438385   -8.499515   -8.476913   -8.476913   -8.452499   -4.041163   -3.033731   -2.489605   -2.489605   -2.414080   -2.411615   -2.411615   -1.789480   -1.082221    1.775233    1.775233    4.441533    4.960761    5.274012
     0.298049  -21.686741  -14.611223  -14.365003  -14.365003   -8.474105   -8.474105   -8.457434   -8.301500   -3.515755   -3.515755   -3.117111   -2.577294   -2.577294   -2.141307   -2.027111   -2.027111   -2.005862    3.268151    3.268151    3.297180    4.252107    4.913976
     0.339756  -21.686445  -14.533455  -14.437449  -14.363816   -8.538930   -8.477349   -8.476395   -8.464928   -3.446949   -3.208857   -2.916673   -2.731127   -2.536692   -2.080808   -2.031990   -1.930497   -1.456849    1.762474    3.087673    3.159181    4.594567    5.121996
     0.381463  -21.686146  -14.449511  -14.436804  -14.436804   -8.771019   -8.485282   -8.485282   -8.473228   -3.260997   -2.955761   -2.768330   -2.768330   -2.411400   -2.017336   -2.017336   -1.784122   -0.958027    1.534775    1.534775    2.930128    4.696575    5.152743
     0.423170  -21.685896  -14.435208  -14.435208  -14.435208   -8.999696   -8.493641   -8.493641   -8.493641   -2.876196   -2.876196   -2.876196   -2.408702   -2.408702   -1.778727   -1.778727   -1.778727   -0.478219    1.286407    1.286407    1.286407    4.313366    4.995553
