Curve Energy
0.0 -24.32322096878842
125.0 -29.51289521032159
250.0 -28.5896656995555
375.0 -27.47804081460883
500.0 -26.79614139413563
625.0 -26.43635115704011
750.0 -26.21629519974462
874.9999999999999 -26.05042043254814
1000.0 -26.15838318930063
1125.0 -26.12682684374924
1250.0 -26.15993087251312
1375.0 -26.07385797156697
1500.0 -26.34053385722121
1625.0 -26.61086710470505
1750.0 -26.79738628071207
1875.0 -26.94188182731318
2000.0 -27.18693112901479
2125.0 -27.44939651178994
2250.0 -27.66079594855342
2375.0 -27.90224708106441
2500.0 -28.11484372406096
2625.0 -28.28537602279342
2750.0 -28.36427353817109
2875.0 -28.5370668216525
3000.0 -28.59974375773241
3125.0 -28.77466486745283
3250.0 -28.93275342028977
3375.0 -29.07370978587291
3500.0 -29.25142814290975
3625.0 -29.42538603958348
3750.0 -29.37990268724055
3875.0 -29.4240098796478
4000.0 -29.24418924120451
4125.0 -29.2861931529898
4250.0 -29.13108233276118
4375.0 -29.16727744926068
4500.0 -29.15384324787815
4625.0 -29.13509719651347
4750.0 -28.98891388836136
4875.0 -28.94132429830908
5000.0 -29.12770116457046
5125.0 -29.15387333509891
5250.0 -29.148314434557
5375.0 -29.06363824280934
5500.0 -29.25939211653948
5625.0 -29.42319437425462
5750.0 -29.60106364341068
5875.0 -29.55534896476236
6000.0 -29.41346879102217
6125.0 -29.31457180298006
6250.0 -29.24347719187102
6375.0 -29.33236584701004
6500.0 -29.41548595022424
6625.000000000001 -29.46746384433688
6750.000000000001 -29.33683136266554
6875.000000000001 -29.11900446299013
6999.999999999999 -29.21731613823349
7124.999999999999 -29.10334420935857
7250.0 -29.17816655612318
7375.0 -29.42303494695383
7500.0 -29.28814204090724
7625.0 -29.17945857800781
7750.0 -29.26613705812888
7875.0 -29.29822205125059
8000.0 -29.32163020919554
8125.0 -29.43187072697962
8250.0 -29.27536152741203
8375.0 -29.17285734695772
8500.0 -29.20405886419265
8625.0 -28.99573992842047
8750.0 -28.91845310679392
8875.0 -29.11053078324771
9000.0 -29.18525313104847
9125.0 -29.21932048746758
9250.0 -29.40066835806329
9375.0 -29.31683715195483
9500.0 -29.34306303157573
9625.0 -29.36378013740553
9750.0 -29.24902772823268
9875.0 -29.1608564100691
10000.0 -29.23528944472622
10125.0 -29.24434329821069
10250.0 -29.14724374000366
10375.0 -29.07820223328677
10500.0 -29.09797815014975
10625.0 -29.19897131870442
10750.0 -29.222223164514
10875.0 -29.18524263026935
11000.0 -29.09885121640036
11125.0 -29.2348489403965
11250.0 -29.41782728345751
11375.0 -29.38197048864965
11500.0 -29.29764550601029
11625.0 -29.33729764085391
11750.0 -29.24519049282951
11875.0 -29.20525320510928
12000.0 -29.0959880672236
12125.0 -29.31101453845951
12250.0 -29.15354713854942
12375.0 -29.20170570570233
12500.0 -29.25889761255619
Curve cellvolume
0.0 27000.0
125.0 23636.791015625
250.0 22406.353515625
375.0 22273.087890625
500.0 22389.572265625
625.0 22520.421875
750.0 22617.302734375
874.9999999999999 22712.111328125
1000.0 22687.505859375
1125.0 22692.111328125
1250.0 22686.6796875
1375.0 22704.361328125
1500.0 22593.744140625
1625.0 22467.228515625
1750.0 22378.62109375
1875.0 22301.650390625
2000.0 22179.19921875
2125.0 22033.970703125
2250.0 21914.015625
2375.0 21801.5625
2500.0 21706.880859375
2625.0 21613.17578125
2750.0 21558.775390625
2875.0 21480.69921875
3000.0 21451.646484375
3125.0 21384.1875
3250.0 21321.470703125
3375.0 21260.943359375
3500.0 21180.212890625
3625.0 21110.23046875
3750.0 21117.150390625
3875.0 21102.390625
4000.0 21169.259765625
4125.0 21157.34765625
4250.0 21208.31640625
4375.0 21201.896484375
4500.0 21210.974609375
4625.0 21220.69921875
4750.0 21268.2578125
4875.0 21292.431640625
5000.0 21236.490234375
5125.0 21217.392578125
5250.0 21207.91796875
5375.0 21234.041015625
5500.0 21166.107421875
5625.0 21106.095703125
5750.0 21043.0078125
5875.0 21053.5625
6000.0 21098.990234375
6125.0 21132.017578125
6250.0 21172.36328125
6375.0 21154.97265625
6500.0 21117.12890625
6625.000000000001 21085.326171875
6750.000000000001 21133.564453125
6875.000000000001 21212.953125
6999.999999999999 21192.720703125
7124.999999999999 21237.3203125
7250.0 21212.990234375
7375.0 21107.150390625
7500.0 21145.21484375
7625.0 21189.228515625
7750.0 21159.982421875
7875.0 21147.41015625
8000.0 21145.75
8125.0 21116.673828125
8250.0 21166.900390625
8375.0 21203.6328125
8500.0 21182.58984375
8625.0 21250.98046875
8750.0 21289.634765625
8875.0 21231.74609375
9000.0 21196.87890625
9125.0 21185.20703125
9250.0 21122.283203125
9375.0 21145.92578125
9500.0 21137.091796875
9625.0 21120.431640625
9750.0 21154.62890625
9875.0 21197.068359375
10000.0 21180.4453125
10125.0 21181.765625
10250.0 21226.43359375
10375.0 21254.421875
10500.0 21238.779296875
10625.0 21200.7265625
10750.0 21185.171875
10875.0 21197.58984375
11000.0 21230.544921875
11125.0 21187.939453125
11250.0 21113.208984375
11375.0 21123.29296875
11500.0 21163.275390625
11625.0 21149.734375
11750.0 21182.154296875
11875.0 21192.7890625
12000.0 21224.11328125
12125.0 21153.50390625
12250.0 21217.693359375
12375.0 21206.4921875
12500.0 21169.46484375
