  -23.17782      0.0000000E+00
  -23.05982      0.0000000E+00
  -22.94282      0.0000000E+00
  -22.82482      0.0000000E+00
  -22.70682      0.0000000E+00
  -22.58982      0.0000000E+00
  -22.47182      0.0000000E+00
  -22.35382      0.0000000E+00
  -22.23682      0.0000000E+00
  -22.11882      0.0000000E+00
  -22.00182      0.0000000E+00
  -21.88382      0.0000000E+00
  -21.76582      0.0000000E+00
  -21.64882      0.0000000E+00
  -21.53082      1.2090000E-03
  -21.41282      1.7000001E-02
  -21.29582      5.1070001E-02
  -21.17782      0.1034000    
  -21.05982      0.1741000    
  -20.94282      0.2593000    
  -20.82482      0.3318000    
  -20.70682      0.3860000    
  -20.58982      0.4218000    
  -20.47182      0.4394000    
  -20.35482      0.4429000    
  -20.23682      0.4509000    
  -20.11882      0.4653000    
  -20.00182      0.4861000    
  -19.88382      0.5134000    
  -19.76582      0.5454000    
  -19.64882      0.5783000    
  -19.53082      0.6121000    
  -19.41282      0.6467000    
  -19.29582      0.6822000    
  -19.17782      0.7148000    
  -19.05982      0.7406000    
  -18.94282      0.7596000    
  -18.82482      0.7717000    
  -18.70682      0.7975000    
  -18.58982      0.8784000    
  -18.47182      0.9541000    
  -18.35482       1.025000    
  -18.23682       1.090000    
  -18.11882       1.116000    
  -18.00182       1.116000    
  -17.88382       1.111000    
  -17.76582       1.102000    
  -17.64882       1.089000    
  -17.53082       1.071000    
  -17.41282       1.048000    
  -17.29582       1.021000    
  -17.17782      0.9901000    
  -17.05982      0.9562000    
  -16.94282      0.9336000    
  -16.82482      0.9253000    
  -16.70782      0.9312000    
  -16.58982      0.9695000    
  -16.47182       1.125000    
  -16.35482       1.317000    
  -16.23682       1.431000    
  -16.11882       1.466000    
  -16.00182       1.436000    
  -15.88382       1.465000    
  -15.76582       1.510000    
  -15.64882       1.549000    
  -15.53082       1.576000    
  -15.41282       1.604000    
  -15.29582       1.638000    
  -15.17782       1.679000    
  -15.06082       1.725000    
  -14.94282       1.777000    
  -14.82482       1.836000    
  -14.70782       1.344000    
  -14.58982       1.050000    
  -14.47182       1.008000    
  -14.35482      0.9674000    
  -14.23682      0.9281000    
  -14.11882      0.8902000    
  -14.00182      0.8536000    
  -13.88382      0.8184000    
  -13.76582      0.7844000    
  -13.64882      0.7518000    
  -13.53082      0.7204000    
  -13.41282      0.6913000    
  -13.29582      0.6691000    
  -13.17782      0.6546000    
  -13.06082      0.6660000    
  -12.94282      0.7445000    
  -12.82482      0.8267000    
  -12.70782      0.8148000    
  -12.58982      0.6867000    
  -12.47182      0.6732000    
  -12.35482       1.162000    
  -12.23682       1.585000    
  -12.11882       1.928000    
  -12.00182       2.178000    
  -11.88382       2.304000    
  -11.76582       2.305000    
  -11.64882       2.163000    
  -11.53082       2.124000    
  -11.41382       2.075000    
  -11.29582       2.015000    
  -11.17782       1.946000    
  -11.06082       1.866000    
  -10.94282       1.777000    
  -10.82482       1.683000    
  -10.70782       1.614000    
  -10.58982       1.571000    
  -10.47182       1.538000    
  -10.35482       1.494000    
  -10.23682       1.459000    
  -10.11882       1.433000    
  -10.00182       1.415000    
  -9.883822       1.405000    
  -9.766823       1.405000    
  -9.648823       1.413000    
  -9.530823       1.430000    
  -9.413823       1.457000    
  -9.295823       1.548000    
  -9.177823       1.911000    
  -9.060822       4.492000    
  -8.942822       3.239000    
  -8.824822       2.069000    
  -8.707823       1.462000    
  -8.589823       1.107000    
  -8.471823      0.8995000    
  -8.354823      0.8036000    
  -8.236823      0.7395000    
  -8.118823      0.6991000    
  -8.001822      0.6825000    
  -7.883822      0.6895000    
  -7.766823      0.7203000    
  -7.648823      0.7829000    
  -7.530823      0.9149000    
  -7.413823       1.189000    
  -7.295823       2.424000    
  -7.177823       3.325000    
  -7.060822       3.873000    
  -6.942822       4.139000    
  -6.824822       4.213000    
  -6.707823       4.251000    
  -6.589823       3.662000    
  -6.471823       2.212000    
  -6.354823       1.861000    
  -6.236823       1.945000    
  -6.119823       2.150000    
  -6.001822       3.019000    
  -5.883822       3.323000    
  -5.766823       3.349000    
  -5.648823       3.972000    
  -5.530823       4.447000    
  -5.413823       4.155000    
  -5.295823       3.858000    
  -5.177823       3.608000    
  -5.060822       3.404000    
  -4.942823       3.257000    
  -4.824823       3.282000    
  -4.707823       2.888000    
  -4.589823       2.077000    
  -4.472823       2.016000    
  -4.354823       1.938000    
  -4.236823       1.840000    
  -4.119823       1.748000    
  -4.001823       1.691000    
  -3.883823       1.655000    
  -3.766823       1.640000    
  -3.648823       1.645000    
  -3.530823       1.724000    
  -3.413823       1.775000    
  -3.295823       2.723000    
  -3.177823       6.134000    
  -3.060822       7.148000    
  -2.942823       3.004000    
  -2.824823       2.518000    
  -2.707823       2.188000    
  -2.589823       1.889000    
  -2.472823       1.619000    
  -2.354823       1.380000    
  -2.236823       1.171000    
  -2.119823      0.9925000    
  -2.001823      0.8441000    
  -1.883823      0.7259000    
  -1.766823      0.6548000    
  -1.648823      0.6071000    
  -1.530823      0.5706000    
  -1.413823      0.5869000    
  -1.295823      0.6812000    
  -1.177823      0.6758000    
  -1.060822      0.5708000    
 -0.9428225      0.3661000    
 -0.8258228      0.1577000    
 -0.7078228      0.1108000    
 -0.5898228      7.2120003E-02
 -0.4728231      4.1719999E-02
 -0.3548231      1.9590000E-02
 -0.2368231      5.7299999E-03
 -0.1198225      1.3040000E-04
 -1.8224716E-03  0.0000000E+00
  0.1161776      0.0000000E+00
  0.2331772      0.0000000E+00
  0.3511772      0.0000000E+00
  0.4691772      0.0000000E+00
  0.5861769      0.0000000E+00
  0.7041769      0.0000000E+00
  0.8211775      0.0000000E+00
  0.9391775      0.0000000E+00
   1.057178      0.0000000E+00
   1.174177      0.0000000E+00
   1.292177      0.0000000E+00
   1.410177      0.0000000E+00
   1.527177      0.0000000E+00
   1.645177      0.0000000E+00
   1.763177      0.0000000E+00
   1.880177      0.0000000E+00
   1.998178      0.0000000E+00
   2.116178      0.0000000E+00
   2.233177      0.0000000E+00
   2.351177      0.0000000E+00
   2.469177      0.0000000E+00
   2.586177      0.0000000E+00
   2.704177      0.0000000E+00
   2.821177      0.0000000E+00
   2.939178      0.0000000E+00
   3.057178      0.0000000E+00
   3.174177      0.0000000E+00
   3.292177      0.0000000E+00
   3.410177      0.0000000E+00
   3.527177      0.0000000E+00
   3.645177      0.0000000E+00
   3.763177      0.0000000E+00
   3.880177      0.0000000E+00
   3.998178      0.0000000E+00
   4.116178      5.9590001E-02
   4.233177      0.1283000    
   4.351177      0.2000000    
   4.468177      0.2694000    
   4.586177      0.3345000    
   4.704177      0.4012000    
   4.821177      0.4959000    
   4.939178      0.6216000    
   5.057178      0.7781000    
   5.174177      0.8997000    
   5.292177       1.011000    
   5.410177       1.118000    
   5.527177       1.219000    
   5.645177       1.345000    
   5.763177       1.477000    
   5.880177       1.607000    
   5.998178       1.760000    
   6.116178       2.216000    
   6.233178       2.811000    
   6.351178       2.967000    
   6.468177       3.182000    
   6.586177       2.720000    
   6.704177       3.531000    
   6.821177       2.595000    
   6.939178       2.612000    
   7.057178       2.666000    
   7.174178       2.724000    
   7.292178       2.787000    
   7.410178       2.854000    
   7.527177       2.926000    
   7.645177       3.003000    
   7.763177       3.176000    
   7.880177       3.610000    
   7.998178       4.180000    
   8.115178       7.258000    
   8.233178       2.864000    
   8.351178       1.610000    
   8.468177       1.728000    
   8.586177       1.853000    
   8.704177       1.987000    
   8.821177       2.128000    
   8.939178       2.277000    
   9.057178       2.469000    
   9.174178       2.912000    
   9.292178       2.536000    
   9.410178       2.120000    
   9.527177       1.871000    
   9.645177       1.610000    
   9.762177       1.339000    
   9.880177       1.057000    
   9.998178      0.2546000    
   10.11518      0.1501000    
   10.23318      7.4079998E-02
   10.35118      2.4620000E-02
   10.46818      1.7350001E-03
   10.58618      0.0000000E+00
   10.70418      0.0000000E+00
   10.82118      0.0000000E+00
   10.93918      0.0000000E+00
   11.05718      0.0000000E+00
   11.17418      0.0000000E+00
   11.29218      0.0000000E+00
   11.41018      0.0000000E+00
   11.52718      0.0000000E+00
   11.64518      0.0000000E+00
   11.76218      0.0000000E+00
   11.88018      0.0000000E+00
   11.99818      0.0000000E+00
   12.11518      0.0000000E+00
