1 -.27899449E+02 -.27899449E+02
2 -.38181544E+02 -.38181544E+02
3 -.39599346E+02 -.39599346E+02
4 -.40230663E+02 -.40230663E+02
5 -.40277376E+02 -.40277376E+02
6 -.40280473E+02 -.40280473E+02
7 -.40717821E+02 -.40717821E+02
8 -.41749171E+02 -.41749171E+02
9 -.42175737E+02 -.42175737E+02
10 -.42306981E+02 -.42306981E+02
11 -.42665938E+02 -.42665938E+02
12 -.42748388E+02 -.42748388E+02
13 -.42904710E+02 -.42904710E+02
14 -.43037907E+02 -.43037907E+02
15 -.43153238E+02 -.43153238E+02
16 -.43240592E+02 -.43240592E+02
17 -.43312610E+02 -.43312610E+02
18 -.43354708E+02 -.43354708E+02
19 -.43376149E+02 -.43376149E+02
20 -.43377042E+02 -.43377042E+02
21 -.43377955E+02 -.43377955E+02
22 -.43377980E+02 -.43377980E+02
