# column 1: index
# column 2: distance [A]
# column 3: RDF histogram
# column 4: unnormalized distance histogram
193 4.644000 1.404176 0.414380
194 4.668000 1.435342 0.427967
195 4.692000 1.507245 0.454039
196 4.716000 1.400742 0.426284
197 4.740000 1.358499 0.417647
198 4.764000 1.412794 0.438749
199 4.788000 1.247135 0.391215
200 4.812000 1.239153 0.392617
201 4.836000 1.257944 0.402557
202 4.860000 1.255906 0.405904
203 4.884000 1.280984 0.418108
204 4.908000 1.283321 0.422998
205 4.932000 1.215230 0.404481
206 4.956000 1.165030 0.391555
207 4.980000 1.179634 0.400313
208 5.004000 1.144833 0.392257
209 5.028000 1.175409 0.406605
210 5.052000 1.143380 0.399311
211 5.076000 1.175849 0.414561
212 5.100000 1.148198 0.408649
213 5.124000 1.154424 0.414741
214 5.148000 1.128544 0.409250
215 5.172000 1.116507 0.408669
216 5.196000 1.183027 0.437045
217 5.220000 1.091929 0.407126
218 5.244000 1.100278 0.414020
219 5.268000 1.076079 0.408629
220 5.292000 1.078421 0.413258
221 5.316000 1.082957 0.418769
222 5.340000 1.104882 0.431114
223 5.364000 1.099140 0.432737
224 5.388000 1.124784 0.446805
225 5.412000 1.102680 0.441935
226 5.436000 1.113334 0.450171
227 5.460000 1.122776 0.458007
228 5.484000 1.137368 0.468047
229 5.508000 1.108120 0.460011
230 5.532000 1.103790 0.462215
231 5.556000 1.059689 0.447606
232 5.580000 1.102379 0.469670
233 5.604000 1.127373 0.484459
234 5.628000 1.098960 0.476303
235 5.652000 1.051779 0.459750
236 5.676000 1.115500 0.491754
237 5.700000 1.075294 0.478047
238 5.724000 1.070497 0.479930
239 5.748000 1.051780 0.475501
240 5.772000 1.064064 0.485080
241 5.796000 1.049123 0.482255
242 5.820000 1.034046 0.479269
243 5.844000 1.012620 0.473217
244 5.868000 1.072320 0.505240
245 5.892000 1.012177 0.480812
246 5.916000 1.021389 0.489149
247 5.940000 1.061259 0.512375
248 5.964000 1.036965 0.504699
249 5.988000 1.050153 0.515240
250 6.012000 1.057548 0.523036
251 6.036000 1.033759 0.515360
252 6.060000 1.080900 0.543155
253 6.084000 1.077651 0.545821
254 6.108000 1.067001 0.544699
255 6.132000 1.072141 0.551632
256 6.156000 1.039528 0.539047
257 6.180000 1.068282 0.558285
258 6.204000 1.021450 0.537965
259 6.228000 1.082538 0.574558
260 6.252000 1.043069 0.557885
261 6.276000 1.046447 0.563997
262 6.300000 1.058784 0.575019
263 6.324000 1.002608 0.548666
264 6.348000 1.004381 0.553817
265 6.372000 1.031204 0.572914
266 6.396000 1.004649 0.562373
267 6.420000 1.020284 0.575419
268 6.444000 1.030438 0.585499
269 6.468000 1.017239 0.582313
270 6.492000 0.991037 0.571532
271 6.516000 0.983784 0.571552
272 6.540000 1.039375 0.608304
273 6.564000 1.014860 0.598325
274 6.588000 1.019222 0.605298
275 6.612000 1.077260 0.644436
276 6.636000 1.025550 0.617964
277 6.660000 0.990668 0.601271
278 6.684000 1.015659 0.620889
279 6.708000 1.054621 0.649346
280 6.732000 1.007625 0.624857
281 6.756000 1.003495 0.626741
282 6.780000 1.014563 0.638164
283 6.804000 1.003939 0.635959
284 6.828000 1.015459 0.647803
285 6.852000 1.019213 0.654776
286 6.876000 1.023324 0.662031
287 6.900000 1.020432 0.664776
288 6.924000 1.014928 0.665798
289 6.948000 1.071758 0.707962
290 6.972000 1.082499 0.720006
291 6.996000 1.070776 0.717120
292 7.020000 1.060020 0.714795
293 7.044000 1.017596 0.690888
294 7.068000 1.005567 0.687381
295 7.092000 1.038315 0.714595
296 7.116000 1.069962 0.741368
297 7.140000 1.056835 0.737220
298 7.164000 1.023770 0.718964
299 7.188000 0.999796 0.706840
300 7.212000 1.001740 0.712952
301 7.236000 1.007190 0.721609
302 7.260000 1.025771 0.739805
303 7.284000 1.027911 0.746258
304 7.308000 1.024653 0.748803
305 7.332000 1.019809 0.750165
306 7.356000 1.023206 0.757600
307 7.380000 1.038477 0.773932
308 7.404000 1.034854 0.776257
309 7.428000 0.992929 0.749644
310 7.452000 1.017557 0.773211
311 7.476000 1.054192 0.806216
312 7.500000 1.022097 0.786698
313 7.524000 1.009636 0.782089
314 7.548000 1.023791 0.798120
315 7.572000 1.016953 0.797840
316 7.596000 1.014015 0.800585
317 7.620000 1.017852 0.808701
318 7.644000 1.012674 0.809663
319 7.668000 1.033021 0.831126
320 7.692000 1.033787 0.836957
321 7.716000 1.004465 0.818300
322 7.740000 0.996094 0.816537
323 7.764000 1.000271 0.825054
324 7.788000 1.023236 0.849221
325 7.812000 1.026317 0.857037
326 7.836000 1.012455 0.850664
327 7.860000 0.992485 0.839001
328 7.884000 0.988431 0.840685
329 7.908000 1.004009 0.859141
330 7.932000 0.972640 0.837358
331 7.956000 0.990797 0.858159
332 7.980000 1.004924 0.875654
333 8.004000 1.009239 0.884712
334 8.028000 1.027574 0.906194
335 8.052000 1.061914 0.942085
336 8.076000 1.069084 0.954109
337 8.100000 1.034700 0.928919
338 8.124000 1.032745 0.932667
339 8.148000 0.999978 0.908419
340 8.172000 0.999464 0.913308
341 8.196000 0.999571 0.918779
342 8.220000 1.021920 0.944831
343 8.244000 0.993697 0.924110
344 8.268000 0.986973 0.923208
345 8.292000 0.969318 0.911966
346 8.316000 0.966548 0.914631
347 8.340000 0.981944 0.934570
348 8.364000 0.982995 0.940963
349 8.388000 0.982269 0.945672
350 8.412000 1.008069 0.976073
351 8.436000 0.984252 0.958458
352 8.460000 1.000366 0.979700
353 8.484000 0.974001 0.959299
354 8.508000 0.963921 0.954750
355 8.532000 0.990635 0.986754
356 8.556000 0.973102 0.974750
357 8.580000 0.967307 0.974389
358 8.604000 0.992365 1.005230
359 8.628000 0.973926 0.992064
360 8.652000 0.994532 1.018697
361 8.676000 0.994290 1.024108
362 8.700000 1.002840 1.038637
363 8.724000 1.002468 1.043987
364 8.748000 1.014390 1.062223
365 8.772000 1.026661 1.080980
366 8.796000 1.019514 1.079337
367 8.820000 1.033891 1.100539
368 8.844000 1.027988 1.100218
369 8.868000 1.004702 1.081141
370 8.892000 1.008751 1.091381
371 8.916000 1.010900 1.099617
372 8.940000 1.009052 1.103525
373 8.964000 0.997496 1.096752
374 8.988000 1.000334 1.105769
375 9.012000 0.991208 1.101541
376 9.036000 0.979780 1.094647
377 9.060000 0.997273 1.120118
378 9.084000 0.988815 1.116511
379 9.108000 1.021956 1.160037
380 9.132000 1.004527 1.146270
381 9.156000 0.999530 1.146570
382 9.180000 1.006788 1.160959
383 9.204000 0.979035 1.134867
384 9.228000 1.001845 1.167371
385 9.252000 0.975849 1.143003
386 9.276000 0.990942 1.166710
387 9.300000 1.002005 1.185848
388 9.324000 0.991698 1.179716
389 9.348000 0.965328 1.154265
390 9.372000 0.952970 1.145348
391 9.396000 0.970520 1.172421
392 9.420000 0.988604 1.200377
393 9.444000 0.989727 1.207872
394 9.468000 0.994404 1.219755
395 9.492000 1.002353 1.235747
396 9.516000 1.010937 1.252640
397 9.540000 1.012937 1.261458
398 9.564000 0.996380 1.247089
399 9.588000 1.029043 1.294443
400 9.612000 1.006886 1.272920
401 9.636000 1.000631 1.271337
402 9.660000 1.024731 1.308451
403 9.684000 1.014801 1.302218
404 9.708000 0.998197 1.287269
405 9.732000 0.979672 1.269634
406 9.756000 0.976936 1.272339
407 9.780000 1.001790 1.311136
408 9.804000 1.037619 1.364702
409 9.828000 1.044596 1.380614
410 9.852000 1.025903 1.362538
411 9.876000 1.020112 1.361456
412 9.900000 1.018250 1.365584
413 9.924000 1.027800 1.385082
414 9.948000 1.012014 1.370413
415 9.972000 1.012775 1.378069
416 9.996000 0.998434 1.365103
417 10.020000 1.006741 1.383078
418 10.044000 0.989146 1.365424
419 10.068000 1.015687 1.408769
420 10.092000 1.041102 1.450913
421 10.116000 1.036855 1.451875
422 10.140000 1.023606 1.440131
423 10.164000 1.037661 1.466824
424 10.188000 1.031155 1.464520
425 10.212000 1.056858 1.508106
426 10.236000 1.059023 1.518306
427 10.260000 1.043501 1.503076
428 10.284000 1.034260 1.496744
429 10.308000 1.024653 1.489770
430 10.332000 1.012957 1.479630
431 10.356000 1.018522 1.494679
432 10.380000 1.007715 1.485682
433 10.404000 1.013367 1.500932
434 10.428000 1.003065 1.492535
435 10.452000 1.016441 1.519408
436 10.476000 1.036063 1.555861
437 10.500000 1.037895 1.565760
438 10.524000 1.039011 1.574618
439 10.548000 1.034275 1.574598
440 10.572000 1.028261 1.572574
441 10.596000 1.029908 1.582253
442 10.620000 1.028297 1.586942
443 10.644000 1.035286 1.604958
444 10.668000 1.034327 1.610709
445 10.692000 1.035210 1.619346
446 10.716000 1.037758 1.630629
447 10.740000 1.038585 1.639246
448 10.764000 1.026994 1.628204
449 10.788000 1.028269 1.637502
450 10.812000 1.031677 1.650247
451 10.836000 1.047480 1.682972
452 10.860000 1.052789 1.699004
453 10.884000 1.027468 1.665478
454 10.908000 1.040319 1.693754
455 10.932000 1.054702 1.724735
456 10.956000 1.059298 1.739865
457 10.980000 1.056433 1.742771
458 11.004000 1.032636 1.710968
459 11.028000 1.032096 1.717541
460 11.052000 1.039428 1.737280
461 11.076000 1.045565 1.755135
462 11.100000 1.042594 1.757740
463 11.124000 1.040964 1.762590
464 11.148000 1.038974 1.766818
465 11.172000 1.015975 1.735156
466 11.196000 1.029675 1.766117
467 11.220000 1.044296 1.798882
468 11.244000 1.032093 1.785475
469 11.268000 1.015313 1.763953
470 11.292000 1.013689 1.768642
471 11.316000 1.003183 1.757760
472 11.340000 1.002085 1.763291
473 11.364000 1.000125 1.767299
474 11.388000 0.991611 1.759664
475 11.412000 0.978516 1.743753
476 11.436000 0.967526 1.731428
477 11.460000 0.996787 1.791287
478 11.484000 1.019377 1.839562
479 11.508000 1.007333 1.825434
480 11.532000 0.994665 1.810004
481 11.556000 0.987610 1.804653
482 11.580000 0.992792 1.821667
483 11.604000 0.973670 1.793992
484 11.628000 0.975709 1.805194
485 11.652000 0.989859 1.838941
486 11.676000 0.985633 1.838641
487 11.700000 0.979935 1.835534
488 11.724000 0.991196 1.864251
489 11.748000 0.992997 1.875293
490 11.772000 1.020487 1.935091
491 11.796000 1.025990 1.953468
492 11.820000 1.005329 1.921925
493 11.844000 1.004161 1.927496
494 11.868000 1.006280 1.939400
495 11.892000 1.019817 1.973447
496 11.916000 1.016642 1.975251
497 11.940000 1.039833 2.028456
498 11.964000 1.038336 2.033687
499 11.988000 1.028496 2.022505
