     0.000000  -20.228277  -13.292503  -12.146627  -11.902588  -11.677946   -9.625679   -9.565943   -8.117738   -7.643103   -5.509364   -5.499759   -3.447946   -2.269024   -2.209348   -1.915562   -1.744615   -1.615065   -1.451966   -0.914414   -0.652742    1.652509    1.789120    4.287255    4.646976    4.980327    5.691304    5.692281    6.147661
     0.008681  -20.228251  -13.292250  -12.144541  -11.903643  -11.677784   -9.625732   -9.565014   -8.134338   -7.642910   -5.508571   -5.500022   -3.405854   -2.270328   -2.226377   -1.936595   -1.722972   -1.610639   -1.429388   -0.914198   -0.651099    1.641777    1.776992    4.203485    4.654309    4.928572    5.674260    5.752004    6.160300
     0.017361  -20.228216  -13.291533  -12.138491  -11.906673  -11.677317   -9.625816   -9.562302   -8.181219   -7.642403   -5.506186   -5.500586   -3.283330   -2.294834   -2.247398   -1.986821   -1.667647   -1.603735   -1.368642   -0.913606   -0.645900    1.610533    1.741661    3.968784    4.651503    4.842462    5.631248    5.887181    6.196809
     0.026042  -20.228125  -13.290400  -12.129118  -11.911308  -11.676596   -9.625959   -9.558163   -8.250607   -7.641578   -5.502508   -5.501483   -3.090929   -2.355101   -2.243940   -2.046733   -1.599254   -1.595050   -1.285789   -0.912788   -0.636293    1.561711    1.686288    3.621266    4.560186    4.857166    5.582538    6.029873    6.184535
     0.034723  -20.228039  -13.289026  -12.117441  -11.916975  -11.675701   -9.626070   -9.553068   -8.332165   -7.640573   -5.502602   -5.497832   -2.844840   -2.421897   -2.234474   -2.104396   -1.596985   -1.516982   -1.195180   -0.911947   -0.620749    1.500293    1.616074    3.203148    4.424304    4.956210    5.539729    6.138673    6.164338
     0.043403  -20.227993  -13.287586  -12.104792  -11.922991  -11.674742   -9.626144   -9.547722   -8.415236   -7.639522   -5.503819   -5.492764   -2.567952   -2.484799   -2.223443   -2.151513   -1.596502   -1.441234   -1.106852   -0.911276   -0.597058    1.433111    1.537963    2.754078    4.295398    5.099037    5.505636    6.136448    6.204984
     0.052084  -20.227877  -13.286173  -12.092682  -11.928623  -11.673828   -9.626125   -9.542727   -8.490273   -7.638497   -5.504933   -5.487878   -2.538487   -2.313802   -2.212718   -2.157775   -1.598312   -1.373926   -1.028164   -0.910898   -0.562890    1.368245    1.459890    2.313074    4.187869    5.273177    5.479224    6.110160    6.238500
     0.060765  -20.227812  -13.285011  -12.082649  -11.933203  -11.673077   -9.626083   -9.538683   -8.549545   -7.637642   -5.505863   -5.483774   -2.579352   -2.260263   -2.203801   -1.977924   -1.604660   -1.320588   -0.964691   -0.910817   -0.518223    1.314063    1.389062    1.926094    4.107825    5.459511    5.466111    6.090186    6.244985
     0.069446  -20.227821  -13.284307  -12.076021  -11.936190  -11.672585   -9.626108   -9.536142   -8.587404   -7.637136   -5.506569   -5.481156   -2.604893   -2.270882   -2.197913   -1.785935   -1.622530   -1.286153   -0.921754   -0.910904   -0.472293    1.278030    1.330141    1.655912    4.058571    5.446954    5.651741    6.078939    6.208846
     0.078126  -20.227795  -13.284033  -12.073702  -11.937223  -11.672411   -9.626062   -9.535219   -8.600410   -7.636938   -5.506764   -5.480196   -2.613576   -2.275819   -2.195854   -1.677626   -1.666103   -1.274222   -0.910964   -0.906135   -0.450732    1.265388    1.300871    1.562116    4.041976    5.442616    5.748387    6.080437    6.163687
     0.078126  -20.227795  -13.284033  -12.073702  -11.937223  -11.672411   -9.626062   -9.535219   -8.600410   -7.636938   -5.506764   -5.480196   -2.613576   -2.275819   -2.195854   -1.677626   -1.666103   -1.274222   -0.910964   -0.906135   -0.450732    1.265388    1.300871    1.562116    4.041976    5.442618    5.748490    6.079628    6.158753
     0.093162  -20.227840  -13.284637  -12.076473  -11.937397  -11.674517   -9.627970   -9.534864   -8.561213   -7.639593   -5.508829   -5.482946   -2.591470   -2.270825   -2.180567   -1.815487   -1.698913   -1.290347   -0.942712   -0.921995   -0.583086    1.366450    1.453346    1.740537    4.079438    5.383265    5.603500    6.098600    6.180093
     0.108197  -20.227955  -13.286114  -12.088636  -11.936388  -11.676510   -9.633488   -9.534039   -8.448709   -7.646207   -5.514828   -5.489233   -2.534456   -2.271159   -2.179222   -2.039088   -1.863944   -1.328216   -1.025334   -0.982785   -0.855098    1.681285    1.826479    2.150818    4.183864    5.126804    5.487811    6.012270    6.202569
     0.123232  -20.228245  -13.287867  -12.118332  -11.929131  -11.670708   -9.642204   -9.533674   -8.276424   -7.653254   -5.523225   -5.495307   -2.515670   -2.419851   -2.344013   -2.061723   -1.977046   -1.401134   -1.264486   -1.054635   -0.990398    2.143113    2.303341    2.656306    4.317197    4.851257    5.359802    5.861231    6.231771
     0.138268  -20.228533  -13.288837  -12.167194  -11.911911  -11.654642   -9.653324   -9.534620   -8.063383   -7.655952   -5.529844   -5.499029   -2.787294   -2.656134   -2.418201   -2.068387   -1.892889   -1.574151   -1.383335   -1.118847   -1.067144    2.670220    2.805873    3.186706    4.329635    4.757104    5.219336    5.653851    6.103556
     0.153303  -20.228891  -13.288403  -12.226744  -11.886980  -11.631943   -9.665945   -9.537558   -7.836538   -7.645888   -5.530932   -5.500079   -3.074430   -2.946045   -2.622186   -1.990660   -1.789733   -1.626354   -1.443062   -1.177297   -1.133142    3.186873    3.283189    3.658417    4.209960    4.826128    5.115670    5.514165    5.812198
     0.168339  -20.229309  -13.286413  -12.285908  -11.859436  -11.608103   -9.678669   -9.542206   -7.690864   -7.551813   -5.525703   -5.498536   -3.310693   -3.209781   -2.918506   -1.878937   -1.702266   -1.582844   -1.486231   -1.222030   -1.180518    3.523662    3.725905    3.836664    4.384848    4.831180    5.010441    5.375538    5.695992
     0.183374  -20.229534  -13.283354  -12.335356  -11.834652  -11.587858   -9.689590   -9.547195   -7.665651   -7.364490   -5.516941   -5.494490   -3.482827   -3.419040   -3.191333   -1.783409   -1.644349   -1.563351   -1.480561   -1.239556   -1.200499    3.482569    3.991732    4.070840    4.712017    4.846986    4.889217    5.118385    5.734148
     0.198409  -20.229704  -13.280626  -12.368080  -11.817453  -11.574497   -9.697117   -9.551092   -7.656248   -7.224155   -5.509671   -5.489565   -3.588738   -3.551987   -3.380288   -1.728933   -1.625042   -1.561645   -1.458373   -1.229654   -1.197988    3.364094    4.127765    4.226683    4.782040    4.803207    4.912691    5.063010    5.783711
     0.213445  -20.229778  -13.279533  -12.379526  -11.811295  -11.569853   -9.699799   -9.552559   -7.653146   -7.172738   -5.507008   -5.487171   -3.628814   -3.592792   -3.448583   -1.714210   -1.623093   -1.557879   -1.451364   -1.220713   -1.193087    3.316325    4.172054    4.260622    4.757294    4.817931    4.833063    5.160557    5.823311
